,firstname,lastname,gender,birthmonth,birthday,birthyear,course,phonenumber
1841,name1842,lastname1842,Female,May,11,1997,BS Management Engineering,0918 841 9875
1842,name1843,lastname1843,Male,July,14,1998,BS Management Engineering,0917 359 8152
1843,name1844,lastname1844,Male,February,5,1997,BS IT Entrepreneurship,0918 281 9072
1844,name1845,lastname1845,Male,March,24,1999,BS Legal Management,0917 461 4220
1845,name1846,lastname1846,Male,November,14,1999,BS Management,0917 548 9682
1846,name1847,lastname1847,Female,April,28,1997,BS IT Entrepreneurship,0917 307 2088
1847,name1848,lastname1848,Female,May,28,1997,BS Legal Management,0918 941 3734
1848,name1849,lastname1849,Male,August,11,1998,BS Communications Technology,0917 392 1576
1849,name1850,lastname1850,Male,July,19,1999,BS Communications Technology,0918 834 1480
1850,name1851,lastname1851,Male,July,16,2000,BS IT Entrepreneurship,0927 201 4051
1851,name1852,lastname1852,Female,August,27,1999,BS Management,0927 352 4021
1852,name1853,lastname1853,Female,June,21,1999,BS Management Engineering,0927 641 8370
1853,name1854,lastname1854,Male,April,15,2000,BS Management Engineering,0917 826 2659
1854,name1855,lastname1855,Female,September,21,1999,BS Management Engineering,0927 525 7061
1855,name1856,lastname1856,Female,May,1,2001,BS Management Engineering,0917 179 1652
1856,name1857,lastname1857,Male,October,11,1997,BS Management Engineering,0918 486 8426
1857,name1858,lastname1858,Female,August,11,1998,BS IT Entrepreneurship,0917 577 2728
1858,name1859,lastname1859,Female,November,13,1997,BS Legal Management,0917 625 9405
1859,name1860,lastname1860,Female,August,10,1998,BS Management,0918 644 9525
1860,name1861,lastname1861,Female,April,27,1997,BS Communications Technology,0918 369 2095
1861,name1862,lastname1862,Male,July,16,1997,BS Management Engineering,0917 128 2945
1862,name1863,lastname1863,Male,November,11,1997,BS Management Engineering,0917 893 8398
1863,name1864,lastname1864,Female,July,8,1998,BS Communications Technology,0927 739 2312
1864,name1865,lastname1865,Female,May,8,1997,BS Legal Management,0918 707 6368
1865,name1866,lastname1866,Male,January,25,1997,BS IT Entrepreneurship,0917 111 5040
1866,name1867,lastname1867,Male,October,8,1999,BS Management Engineering,0918 140 5189
1867,name1868,lastname1868,Male,November,10,2001,BS Management Engineering,0927 334 1585
1868,name1869,lastname1869,Female,August,5,1998,BS Management Engineering,0927 304 5890
1869,name1870,lastname1870,Male,April,1,1998,BS Legal Management,0927 564 3320
1870,name1871,lastname1871,Female,November,12,1997,BS Management,0918 547 2499
1871,name1872,lastname1872,Male,January,17,1999,BS Management,0918 129 6071
1872,name1873,lastname1873,Female,February,9,2000,BS IT Entrepreneurship,0927 737 4858
1873,name1874,lastname1874,Female,November,23,2000,BS IT Entrepreneurship,0917 199 2397
1874,name1875,lastname1875,Male,May,13,1997,BS IT Entrepreneurship,0917 136 2386
1875,name1876,lastname1876,Male,March,10,1998,BS Legal Management,0917 808 6501
1876,name1877,lastname1877,Female,November,7,1997,BS Legal Management,0927 728 9251
1877,name1878,lastname1878,Male,January,17,1999,BS IT Entrepreneurship,0927 814 4698
1878,name1879,lastname1879,Female,June,25,1999,BS IT Entrepreneurship,0918 179 6493
1879,name1880,lastname1880,Male,January,27,1997,BS Management Engineering,0918 845 3785
1880,name1881,lastname1881,Female,December,15,1997,BS IT Entrepreneurship,0918 240 8941
1881,name1882,lastname1882,Female,September,20,1999,BS Management Engineering,0927 674 7923
1882,name1883,lastname1883,Female,August,18,1997,BS Legal Management,0918 360 7086
1883,name1884,lastname1884,Female,November,23,1998,BS Legal Management,0927 416 7864
1884,name1885,lastname1885,Female,March,28,1999,BS Management,0927 698 1510
1885,name1886,lastname1886,Male,December,19,1997,BS Management Engineering,0918 928 8697
1886,name1887,lastname1887,Female,December,26,1998,BS Legal Management,0917 458 5958
1887,name1888,lastname1888,Female,January,6,1997,BS IT Entrepreneurship,0927 145 2468
1888,name1889,lastname1889,Male,January,5,2000,BS IT Entrepreneurship,0927 551 5106
1889,name1890,lastname1890,Male,July,5,1999,BS Communications Technology,0917 376 8469
1890,name1891,lastname1891,Female,July,25,1997,BS Legal Management,0927 627 1082
1891,name1892,lastname1892,Female,May,14,1999,BS Management,0917 351 6483
1892,name1893,lastname1893,Female,April,6,2001,BS Legal Management,0918 976 7172
1893,name1894,lastname1894,Female,July,9,1997,BS Management Engineering,0927 317 4456
1894,name1895,lastname1895,Male,August,24,2001,BS Communications Technology,0917 951 6149
1895,name1896,lastname1896,Male,September,18,1997,BS Communications Technology,0918 437 4382
1896,name1897,lastname1897,Female,March,20,2000,BS IT Entrepreneurship,0918 674 6011
1897,name1898,lastname1898,Female,November,13,2001,BS IT Entrepreneurship,0917 980 9361
1898,name1899,lastname1899,Male,November,16,1997,BS Legal Management,0917 343 4749
1899,name1900,lastname1900,Female,December,21,2000,BS Management Engineering,0918 782 7408
1900,name1901,lastname1901,Male,December,19,2001,BS IT Entrepreneurship,0927 687 3457
1901,name1902,lastname1902,Male,June,24,1997,BS Management Engineering,0927 565 8788
1902,name1903,lastname1903,Female,July,25,1998,BS Communications Technology,0917 773 3531
1903,name1904,lastname1904,Female,February,18,1998,BS Communications Technology,0918 177 9665
1904,name1905,lastname1905,Female,June,12,2001,BS Legal Management,0917 647 6297
1905,name1906,lastname1906,Female,September,1,1997,BS Legal Management,0918 604 5243
1906,name1907,lastname1907,Female,June,10,1997,BS Management,0927 665 4368
1907,name1908,lastname1908,Female,October,6,1998,BS Management Engineering,0927 898 7426
1908,name1909,lastname1909,Female,December,24,1997,BS Legal Management,0918 415 4885
1909,name1910,lastname1910,Male,August,18,2000,BS Management Engineering,0927 216 9011
1910,name1911,lastname1911,Female,August,21,2000,BS IT Entrepreneurship,0918 172 3043
1911,name1912,lastname1912,Female,October,6,1998,BS Management Engineering,0917 647 9327
1912,name1913,lastname1913,Male,May,20,1999,BS Management Engineering,0927 586 8024
1913,name1914,lastname1914,Male,February,20,2001,BS IT Entrepreneurship,0917 681 6487
1914,name1915,lastname1915,Female,April,21,2000,BS Management,0917 797 8859
1915,name1916,lastname1916,Male,January,22,1998,BS Management Engineering,0918 600 7693
1916,name1917,lastname1917,Male,April,19,1997,BS IT Entrepreneurship,0927 623 6877
1917,name1918,lastname1918,Male,February,9,2000,BS Management,0917 883 9174
1918,name1919,lastname1919,Male,October,11,1999,BS Management,0918 989 8988
1919,name1920,lastname1920,Male,October,5,1998,BS Management,0927 500 4106
1920,name1921,lastname1921,Male,January,19,1999,BS Communications Technology,0918 458 7218
1921,name1922,lastname1922,Male,August,8,2000,BS Management Engineering,0927 910 2396
1922,name1923,lastname1923,Female,July,14,1999,BS Legal Management,0917 408 9751
1923,name1924,lastname1924,Male,January,15,1998,BS Legal Management,0917 120 2048
1924,name1925,lastname1925,Female,December,16,2000,BS Communications Technology,0927 995 4819
1925,name1926,lastname1926,Female,January,19,2000,BS Communications Technology,0917 776 8672
1926,name1927,lastname1927,Female,December,23,1997,BS Communications Technology,0927 711 8774
1927,name1928,lastname1928,Female,September,23,2001,BS Management Engineering,0918 176 1631
1928,name1929,lastname1929,Male,September,21,2001,BS Legal Management,0918 886 7599
1929,name1930,lastname1930,Male,March,26,1997,BS Management,0927 525 4868
1930,name1931,lastname1931,Male,March,6,1998,BS Legal Management,0927 841 2882
1931,name1932,lastname1932,Female,May,1,1999,BS Management Engineering,0918 846 6659
1932,name1933,lastname1933,Male,July,3,1997,BS Management Engineering,0918 792 6368
1933,name1934,lastname1934,Male,March,16,1999,BS Legal Management,0918 967 8450
1934,name1935,lastname1935,Female,May,14,1999,BS Management,0927 755 4178
1935,name1936,lastname1936,Female,September,26,1997,BS Management Engineering,0917 380 8802
1936,name1937,lastname1937,Female,July,8,1999,BS Management,0927 360 5747
1937,name1938,lastname1938,Female,November,7,2000,BS Management Engineering,0918 206 1778
1938,name1939,lastname1939,Male,September,27,1998,BS Management Engineering,0927 130 2847
1939,name1940,lastname1940,Female,October,6,1999,BS Communications Technology,0917 473 8945
1940,name1941,lastname1941,Female,August,8,1998,BS IT Entrepreneurship,0918 486 3597
1941,name1942,lastname1942,Male,November,20,1997,BS Legal Management,0927 413 7382
1942,name1943,lastname1943,Male,September,26,1998,BS Management Engineering,0918 855 7910
1943,name1944,lastname1944,Female,January,24,1999,BS Management,0927 616 9138
1944,name1945,lastname1945,Male,September,20,1998,BS Management,0918 467 4634
1945,name1946,lastname1946,Female,December,21,1999,BS Management,0927 357 7894
1946,name1947,lastname1947,Female,January,18,1999,BS Legal Management,0927 276 9126
1947,name1948,lastname1948,Male,January,16,1997,BS Management Engineering,0927 797 9938
1948,name1949,lastname1949,Male,October,6,1999,BS Legal Management,0917 929 6626
1949,name1950,lastname1950,Male,May,20,1999,BS Management Engineering,0918 501 2731
1950,name1951,lastname1951,Male,December,10,1998,BS Legal Management,0927 217 8950
1951,name1952,lastname1952,Female,February,15,2000,BS Legal Management,0917 251 2670
1952,name1953,lastname1953,Male,January,11,1997,BS IT Entrepreneurship,0917 295 3430
1953,name1954,lastname1954,Male,April,1,1998,BS Management,0918 128 1504
1954,name1955,lastname1955,Female,June,14,1997,BS IT Entrepreneurship,0917 988 1124
1955,name1956,lastname1956,Female,December,3,2001,BS Management,0918 290 9663
1956,name1957,lastname1957,Male,August,11,1999,BS Management Engineering,0927 328 8199
1957,name1958,lastname1958,Male,December,1,2001,BS Management Engineering,0918 828 2295
1958,name1959,lastname1959,Female,September,26,1998,BS Management,0918 505 9307
1959,name1960,lastname1960,Male,May,14,2000,BS Management Engineering,0927 475 9587
1960,name1961,lastname1961,Female,June,25,1997,BS Management Engineering,0927 174 2703
1961,name1962,lastname1962,Male,March,15,1997,BS Management,0917 616 5146
1962,name1963,lastname1963,Female,December,18,1998,BS Management Engineering,0917 329 4801
1963,name1964,lastname1964,Female,November,21,1999,BS Management Engineering,0917 325 9556
1964,name1965,lastname1965,Male,December,12,1997,BS Management,0927 100 2511
1965,name1966,lastname1966,Female,February,4,1999,BS Communications Technology,0917 215 6408
1966,name1967,lastname1967,Male,January,9,1997,BS Legal Management,0917 436 1207
1967,name1968,lastname1968,Female,March,22,1997,BS IT Entrepreneurship,0917 465 7876
1968,name1969,lastname1969,Female,October,2,1998,BS Management Engineering,0918 964 1775
1969,name1970,lastname1970,Female,December,17,1997,BS Legal Management,0917 168 9870
1970,name1971,lastname1971,Female,November,5,2000,BS Management,0918 829 7683
1971,name1972,lastname1972,Female,February,9,1997,BS Management Engineering,0927 603 5096
1972,name1973,lastname1973,Female,January,27,2000,BS Management,0927 731 3323
1973,name1974,lastname1974,Female,September,28,1999,BS Legal Management,0927 496 5071
1974,name1975,lastname1975,Male,January,28,1998,BS Management Engineering,0917 380 1407
1975,name1976,lastname1976,Female,January,28,1997,BS Management,0917 462 5215
1976,name1977,lastname1977,Male,September,12,1997,BS Legal Management,0918 327 3825
1977,name1978,lastname1978,Female,January,24,1999,BS IT Entrepreneurship,0918 260 1423
1978,name1979,lastname1979,Female,September,27,1998,BS IT Entrepreneurship,0927 222 8176
1979,name1980,lastname1980,Male,October,17,1997,BS Management,0917 431 9325
1980,name1981,lastname1981,Female,January,26,1997,BS IT Entrepreneurship,0917 675 3677
1981,name1982,lastname1982,Male,September,22,1997,BS Management,0927 749 8562
1982,name1983,lastname1983,Male,April,2,1997,BS IT Entrepreneurship,0917 466 8755
1983,name1984,lastname1984,Male,September,22,1998,BS Communications Technology,0927 277 4242
1984,name1985,lastname1985,Male,December,19,1998,BS Management,0917 257 9388
1985,name1986,lastname1986,Female,October,5,1997,BS Management,0917 140 6709
1986,name1987,lastname1987,Male,July,2,1998,BS Legal Management,0927 946 8272
1987,name1988,lastname1988,Female,October,26,2001,BS Management,0917 904 6049
1988,name1989,lastname1989,Female,January,10,1998,BS IT Entrepreneurship,0918 764 3612
1989,name1990,lastname1990,Female,September,9,1999,BS Management,0918 723 2886
1990,name1991,lastname1991,Female,October,22,1997,BS Communications Technology,0918 303 3829
1991,name1992,lastname1992,Male,February,26,2001,BS IT Entrepreneurship,0927 169 7384
1992,name1993,lastname1993,Female,June,8,2000,BS Management Engineering,0917 812 5088
1993,name1994,lastname1994,Male,March,6,1998,BS Management Engineering,0927 242 4120
1994,name1995,lastname1995,Female,March,13,2000,BS Communications Technology,0917 305 9747
1995,name1996,lastname1996,Male,November,8,2000,BS Management Engineering,0927 503 8538
1996,name1997,lastname1997,Male,July,1,2000,BS Communications Technology,0918 271 5534
1997,name1998,lastname1998,Female,May,21,1997,BS Communications Technology,0927 412 9263
1998,name1999,lastname1999,Female,December,28,1998,BS IT Entrepreneurship,0918 891 7548
1999,name2000,lastname2000,Male,April,9,1998,BS Communications Technology,0918 476 3872
2000,name2001,lastname2001,Male,August,3,1999,BS Management Engineering,0927 298 5300
2001,name2002,lastname2002,Female,December,11,1998,BS Communications Technology,0927 223 5706
2002,name2003,lastname2003,Male,January,24,1998,BS Management,0918 494 4620
2003,name2004,lastname2004,Male,June,2,1999,BS Management Engineering,0917 935 7445
2004,name2005,lastname2005,Male,December,18,2000,BS IT Entrepreneurship,0927 488 3954
2005,name2006,lastname2006,Female,August,21,2001,BS IT Entrepreneurship,0917 437 8924
2006,name2007,lastname2007,Female,July,28,2001,BS Legal Management,0917 716 7562
2007,name2008,lastname2008,Female,January,7,1999,BS Management,0917 680 8395
2008,name2009,lastname2009,Male,July,6,1997,BS Management Engineering,0927 361 3637
2009,name2010,lastname2010,Male,February,22,1998,BS Management Engineering,0918 707 8523
2010,name2011,lastname2011,Male,January,1,1998,BS IT Entrepreneurship,0918 623 2531
2011,name2012,lastname2012,Female,September,14,2000,BS Management,0917 220 5027
2012,name2013,lastname2013,Male,June,24,1998,BS Management,0918 812 9408
2013,name2014,lastname2014,Male,April,25,1998,BS Legal Management,0927 210 6387
2014,name2015,lastname2015,Male,February,16,1998,BS Management,0918 449 4691
2015,name2016,lastname2016,Male,December,13,1997,BS Legal Management,0917 140 4123
2016,name2017,lastname2017,Male,November,22,2001,BS Legal Management,0918 790 6360
2017,name2018,lastname2018,Female,December,1,1997,BS IT Entrepreneurship,0917 751 4414
2018,name2019,lastname2019,Male,April,22,1997,BS IT Entrepreneurship,0918 515 2440
2019,name2020,lastname2020,Male,November,8,1999,BS Management,0917 700 7658
2020,name2021,lastname2021,Male,April,24,1999,BS Management Engineering,0917 688 5465
2021,name2022,lastname2022,Female,October,19,1999,BS Management Engineering,0918 182 7212
2022,name2023,lastname2023,Female,March,23,2001,BS IT Entrepreneurship,0917 712 5504
2023,name2024,lastname2024,Male,December,7,1998,BS Management Engineering,0927 465 4236
2024,name2025,lastname2025,Male,June,22,1997,BS Communications Technology,0927 379 1273
2025,name2026,lastname2026,Male,July,21,1998,BS Management Engineering,0917 574 8273
