firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber
name1927,lastname1927,December,23,97,BS Comtech,+639277118774
name1928,lastname1928,September,23,01,BS Management Engineering,+639181761631
name1929,lastname1929,September,21,01,BS Legal Management,+639188867599
name1930,lastname1930,March,26,97,BS Management,+639275254868
name1931,lastname1931,March,6,98,BS Legal Management,+639278412882
name1932,lastname1932,May,1,99,BS Management Engineering,+639188466659
name1933,lastname1933,July,3,97,BS Management Engineering,+639187926368
name1934,lastname1934,March,16,99,BS Legal Management,+639189678450
name1935,lastname1935,May,14,99,BS Management,+639277554178
name1936,lastname1936,September,26,97,BS Management Engineering,+639173808802
name1937,lastname1937,July,8,99,BS Management,+639273605747
name1938,lastname1938,November,7,00,BS Management Engineering,+639182061778
name1939,lastname1939,September,27,98,BS Management Engineering,+639271302847
name1940,lastname1940,October,6,99,BS Comtech,+639174738945
name1941,lastname1941,August,8,98,BS IT Entrepreneurship,+639184863597
name1942,lastname1942,November,20,97,BS Legal Management,+639274137382
name1943,lastname1943,September,26,98,BS Management Engineering,+639188557910
name1944,lastname1944,January,24,99,BS Management,+639276169138
name1945,lastname1945,September,20,98,BS Management,+639184674634
name1946,lastname1946,December,21,99,BS Management,+639273577894
name1947,lastname1947,January,18,99,BS Legal Management,+639272769126
name1948,lastname1948,January,16,97,BS Management Engineering,+639277979938
name1949,lastname1949,October,6,99,BS Legal Management,+639179296626
name1950,lastname1950,May,20,99,BS Management Engineering,+639185012731
name1951,lastname1951,December,10,98,BS Legal Management,+639272178950
name1952,lastname1952,February,15,00,BS Legal Management,+639172512670
name1953,lastname1953,January,11,97,BS IT Entrepreneurship,+639172953430
name1954,lastname1954,April,1,98,BS Management,+639181281504
name1955,lastname1955,June,14,97,BS IT Entrepreneurship,+639179881124
name1956,lastname1956,December,3,01,BS Management,+639182909663
name1957,lastname1957,August,11,99,BS Management Engineering,+639273288199
name1958,lastname1958,December,1,01,BS Management Engineering,+639188282295
name1959,lastname1959,September,26,98,BS Management,+639185059307
name1960,lastname1960,May,14,00,BS Management Engineering,+639274759587
name1961,lastname1961,June,25,97,BS Management Engineering,+639271742703
name1962,lastname1962,March,15,97,BS Management,+639176165146
name1963,lastname1963,December,18,98,BS Management Engineering,+639173294801
name1964,lastname1964,November,21,99,BS Management Engineering,+639173259556
name1965,lastname1965,December,12,97,BS Management,+639271002511
name1966,lastname1966,February,4,99,BS Comtech,+639172156408
name1967,lastname1967,January,9,97,BS Legal Management,+639174361207
name1968,lastname1968,March,22,97,BS IT Entrepreneurship,+639174657876
name1969,lastname1969,October,2,98,BS Management Engineering,+639189641775
name1970,lastname1970,December,17,97,BS Legal Management,+639171689870
name1971,lastname1971,November,5,00,BS Management,+639188297683
name1972,lastname1972,February,9,97,BS Management Engineering,+639276035096
name1973,lastname1973,January,27,00,BS Management,+639277313323
name1974,lastname1974,September,28,99,BS Legal Management,+639274965071
name1975,lastname1975,January,28,98,BS Management Engineering,+639173801407
name1976,lastname1976,January,28,97,BS Management,+639174625215
name1977,lastname1977,September,12,97,BS Legal Management,+639183273825
name1978,lastname1978,January,24,99,BS IT Entrepreneurship,+639182601423
name1979,lastname1979,September,27,98,BS IT Entrepreneurship,+639272228176
name1980,lastname1980,October,17,97,BS Management,+639174319325
name1981,lastname1981,January,26,97,BS IT Entrepreneurship,+639176753677
name1982,lastname1982,September,22,97,BS Management,+639277498562
name1983,lastname1983,April,2,97,BS IT Entrepreneurship,+639174668755
name1984,lastname1984,September,22,98,BS Comtech,+639272774242
name1985,lastname1985,December,19,98,BS Management,+639172579388
name1986,lastname1986,October,5,97,BS Management,+639171406709
name1987,lastname1987,July,2,98,BS Legal Management,+639279468272
name1988,lastname1988,October,26,01,BS Management,+639179046049
name1989,lastname1989,January,10,98,BS IT Entrepreneurship,+639187643612
name1990,lastname1990,September,9,99,BS Management,+639187232886
name1991,lastname1991,October,22,97,BS Comtech,+639183033829
name1992,lastname1992,February,26,01,BS IT Entrepreneurship,+639271697384
name1993,lastname1993,June,8,00,BS Management Engineering,+639178125088
name1994,lastname1994,March,6,98,BS Management Engineering,+639272424120
name1995,lastname1995,March,13,00,BS Comtech,+639173059747
name1996,lastname1996,November,8,00,BS Management Engineering,+639275038538
name1997,lastname1997,July,1,00,BS Comtech,+639182715534
name1998,lastname1998,May,21,97,BS Comtech,+639274129263
name1999,lastname1999,December,28,98,BS IT Entrepreneurship,+639188917548
name2000,lastname2000,April,9,98,BS Comtech,+639184763872
name2001,lastname2001,August,3,99,BS Management Engineering,+639272985300
name2002,lastname2002,December,11,98,BS Comtech,+639272235706
name2003,lastname2003,January,24,98,BS Management,+639184944620
name2004,lastname2004,June,2,99,BS Management Engineering,+639179357445
name2005,lastname2005,December,18,00,BS IT Entrepreneurship,+639274883954
name2006,lastname2006,August,21,01,BS IT Entrepreneurship,+639174378924
name2007,lastname2007,July,28,01,BS Legal Management,+639177167562
name2008,lastname2008,January,7,99,BS Management,+639176808395
name2009,lastname2009,July,6,97,BS Management Engineering,+639273613637
name2010,lastname2010,February,22,98,BS Management Engineering,+639187078523
name2011,lastname2011,January,1,98,BS IT Entrepreneurship,+639186232531
name2012,lastname2012,September,14,00,BS Management,+639172205027
name2013,lastname2013,June,24,98,BS Management,+639188129408
name2014,lastname2014,April,25,98,BS Legal Management,+639272106387
name2015,lastname2015,February,16,98,BS Management,+639184494691
name2016,lastname2016,December,13,97,BS Legal Management,+639171404123
name2017,lastname2017,November,22,01,BS Legal Management,+639187906360
name2018,lastname2018,December,1,97,BS IT Entrepreneurship,+639177514414
name2019,lastname2019,April,22,97,BS IT Entrepreneurship,+639185152440
name2020,lastname2020,November,8,99,BS Management,+639177007658
name2021,lastname2021,April,24,99,BS Management Engineering,+639176885465
name2022,lastname2022,October,19,99,BS Management Engineering,+639181827212
name2023,lastname2023,March,23,01,BS IT Entrepreneurship,+639177125504
name2024,lastname2024,December,7,98,BS Management Engineering,+639274654236
name2025,lastname2025,June,22,97,BS Comtech,+639273791273
name2026,lastname2026,July,21,98,BS Management Engineering,+639175748273
name2027,lastname2027,July,22,00,BS Legal Management,+639277973776
name2028,lastname2028,May,25,97,BS Comtech,+639276031821
name2029,lastname2029,April,24,99,BS Legal Management,+639279131885
name2030,lastname2030,August,27,99,BS Comtech,+639177724979
name2031,lastname2031,June,6,99,BS Management Engineering,+639181985169
name2032,lastname2032,May,26,01,BS Comtech,+639186788292
name2033,lastname2033,May,15,97,BS IT Entrepreneurship,+639181921964
name2034,lastname2034,December,23,99,BS IT Entrepreneurship,+639273543947
name2035,lastname2035,February,27,01,BS Management Engineering,+639174169675
name2036,lastname2036,May,5,00,BS Legal Management,+639174589382
name2037,lastname2037,November,14,99,BS IT Entrepreneurship,+639279611511
name2038,lastname2038,February,20,00,BS IT Entrepreneurship,+639181811959
name2039,lastname2039,June,7,97,BS Comtech,+639177119082
name2040,lastname2040,February,25,99,BS Management,+639178929403
name2041,lastname2041,March,2,00,BS Comtech,+639177635585
name2042,lastname2042,September,14,97,BS Management,+639176405440
name2043,lastname2043,December,2,97,BS Comtech,+639174287971
name2044,lastname2044,February,17,98,BS Management,+639279539269
name2045,lastname2045,December,1,99,BS Comtech,+639181155499
name2046,lastname2046,December,19,99,BS Comtech,+639275121467
name2047,lastname2047,May,6,99,BS Management,+639188453533
name2048,lastname2048,June,2,98,BS Comtech,+639276076884
name2049,lastname2049,February,23,99,BS Management Engineering,+639183614540
name2050,lastname2050,January,12,97,BS IT Entrepreneurship,+639184602193
name2051,lastname2051,June,9,98,BS Management Engineering,+639183831170
name2052,lastname2052,June,3,98,BS Management,+639274534639
name2053,lastname2053,May,18,00,BS IT Entrepreneurship,+639274623334
name2054,lastname2054,March,2,01,BS Management Engineering,+639175203203
name2055,lastname2055,March,5,98,BS Comtech,+639279166099
name2056,lastname2056,August,12,01,BS IT Entrepreneurship,+639276361722
name2057,lastname2057,August,2,99,BS Legal Management,+639173909767
name2058,lastname2058,July,9,97,BS Management Engineering,+639171312366
name2059,lastname2059,April,17,98,BS Legal Management,+639274142581
name2060,lastname2060,July,13,98,BS Management Engineering,+639274559300
name2061,lastname2061,August,15,97,BS Legal Management,+639179174866
name2062,lastname2062,July,19,01,BS Legal Management,+639276594480
name2063,lastname2063,July,2,99,BS Management,+639184693848
name2064,lastname2064,May,19,00,BS IT Entrepreneurship,+639278543866
name2065,lastname2065,April,26,99,BS Comtech,+639174647561
name2066,lastname2066,September,6,98,BS IT Entrepreneurship,+639187473259
name2067,lastname2067,December,6,01,BS Management,+639173137671
name2068,lastname2068,November,23,00,BS Legal Management,+639189702344
name2069,lastname2069,May,5,01,BS Comtech,+639171283353
name2070,lastname2070,June,16,98,BS Comtech,+639187825017
name2071,lastname2071,July,11,98,BS Legal Management,+639189333630
name2072,lastname2072,September,26,97,BS Legal Management,+639177791807
name2073,lastname2073,September,5,99,BS IT Entrepreneurship,+639275411226
name2074,lastname2074,December,8,01,BS Comtech,+639176429835
name2075,lastname2075,July,19,01,BS Comtech,+639181711816
name2076,lastname2076,August,27,97,BS IT Entrepreneurship,+639279535376
name2077,lastname2077,June,1,01,BS Management Engineering,+639187671665
name2078,lastname2078,March,24,99,BS IT Entrepreneurship,+639174641136
name2079,lastname2079,January,14,99,BS Comtech,+639181332721
name2080,lastname2080,January,10,00,BS Legal Management,+639189675019
name2081,lastname2081,August,3,01,BS IT Entrepreneurship,+639184454103
name2082,lastname2082,January,28,97,BS IT Entrepreneurship,+639184567534
name2083,lastname2083,April,11,98,BS IT Entrepreneurship,+639274579758
name2084,lastname2084,January,10,97,BS IT Entrepreneurship,+639274901517
name2085,lastname2085,January,1,97,BS Comtech,+639273397317
name2086,lastname2086,June,28,98,BS Management,+639188094956
name2087,lastname2087,March,8,01,BS IT Entrepreneurship,+639175514930
name2088,lastname2088,April,3,98,BS Legal Management,+639178979957
name2089,lastname2089,February,25,00,BS IT Entrepreneurship,+639186517760
name2090,lastname2090,September,25,97,BS Management,+639276597067
name2091,lastname2091,November,12,99,BS Management,+639185659839
name2092,lastname2092,August,19,97,BS Management Engineering,+639187914032
name2093,lastname2093,April,16,99,BS Management Engineering,+639188446460
name2094,lastname2094,April,12,97,BS Legal Management,+639177879283
name2095,lastname2095,January,1,97,BS Legal Management,+639187798462
name2096,lastname2096,August,17,97,BS Legal Management,+639274234663
name2097,lastname2097,July,16,98,BS Legal Management,+639183448962
name2098,lastname2098,February,19,99,BS Legal Management,+639179084341
name2099,lastname2099,August,26,99,BS Management,+639276971958
name2100,lastname2100,December,2,99,BS IT Entrepreneurship,+639184061487
name2101,lastname2101,July,3,97,BS IT Entrepreneurship,+639183708180
name2102,lastname2102,May,18,97,BS Management Engineering,+639176591663
name2103,lastname2103,June,17,98,BS Legal Management,+639274645732
name2104,lastname2104,November,18,98,BS IT Entrepreneurship,+639185158822
name2105,lastname2105,April,3,97,BS Comtech,+639184745355
name2106,lastname2106,December,25,01,BS Management Engineering,+639176672704
name2107,lastname2107,January,17,98,BS Management Engineering,+639278098713
name2108,lastname2108,November,11,97,BS Management Engineering,+639278864101
name2109,lastname2109,June,4,00,BS Legal Management,+639185604666
name2110,lastname2110,December,28,98,BS Management Engineering,+639172272516
name2111,lastname2111,November,18,97,BS Comtech,+639178745948
name2112,lastname2112,October,19,98,BS Management,+639174144375
name2113,lastname2113,April,26,00,BS Management,+639177459254
name2114,lastname2114,January,27,00,BS IT Entrepreneurship,+639177902158
name2115,lastname2115,October,28,99,BS Management Engineering,+639171173190
name2116,lastname2116,May,3,01,BS Comtech,+639178679644
name2117,lastname2117,February,12,00,BS IT Entrepreneurship,+639273201035
name2118,lastname2118,January,15,98,BS Comtech,+639175678756
name2119,lastname2119,November,22,99,BS Legal Management,+639173205157
name2120,lastname2120,October,13,97,BS Comtech,+639176407347
